codigo;marcaDeTiempo;mensaje;indicesFicherosModificados
4peej629;20151004201000;Another bug bites the dust;157
86uye6uu;19910331093601;grmbl;25,127
ywq7g3y5;20150705135148;I expected something different.;94,1,66,193,171
vk5kixqz;20130804204633;fix tpyo;193
70uebemk;20080406191145;ALL SORTS OF THINGS;181,192,22,40,26,165
9gtm301o;20050626172100;I am sorry;111,10
6m2va9eg;20000116200533;Temporary commit.;42,99,86,127,183,32
1tk7g0xf;20070819183936;syntax;122,18,126,89,110
3wbl6y5j;19950806151003;needs more cow bell;61
b8dmof0w;19921220050843;I would rather be playing SC2.;160
3izz7clz;19910825045707;Update .gitignore;84,58,74,115,151
6m7so56f;19991010070655;Batman! (this commit has no parents);173,138,35,114
h7arhzns;20150412025312;and so the crazy refactoring process sees the sunlight after some months in the dark!;112,180,168,130,132
ws87au3i;19970511111640;Fixed errors;195,79,146,45,91
fc6oo975;20060827022259;Add Sandbox;1,7,151,65,158
3yzm6l1a;20060205174115;de-misunderestimating;109,30,6,186,60,78,72
hs1x9bhu;20000521151405;I don't know what these changes are supposed to accomplish but somebody told me to make them.;96,15,18,8,98,102,200
7nlygff3;20060709162857;I would rather be playing SC2.;56,98,99,151,34,91,3
lt9qd0py;19970105024530;woa!! this one was really HARD!;113,72,110,70,177,112
ai1l4w2t;20010708030410;first blush;16,80,176,152,46,153,200
ooktq96r;20051113180853;Same as last commit with changes;144,72,77,117,66,113,193
glj8b3yq;20101114021332;Too tired to write descriptive message;16,54,93
eit8ddak;20060226232829;final commit.;55
vufdu7xo;20011209071251;restored deleted entities just to be sure;66,182,34,196,64
fotnc48d;19960428233718;some brief changes;106,45,199,154,87,140
qtq601lw;19900729153202;One does not simply merge into master;137,32
ritac69t;20121125004445;fixed some minor stuff, might need some additional work.;102,16
f4d6gf9r;20021027194328;yo recipes;147,58,98
91qfr6an;20050918013622;You can't see it, but I'm making a very angry face right now;170,13,68
jhfy28wj;19950924053540;better ignores;197,25,24
99n8jnm5;19900225184231;Obligatory placeholder commit message;51,122,17,127,148,137
k53wu5vl;19980823130315;i think i fixed a bug...;200,10
iiedoi5l;20080713215213;pep8 - cause I fell like doing a barrel roll;44,67,164,184
yhlvzbim;19901125085558;Final commit, ready for tagging;169,105,83
2dzdfslz;19911201111114;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;74,77,73
qoiko3l7;19910818023900;For real, this time.;63,60,140
mskf50do;20030209063207;added security.;189,106,190,179,180,197,191
6zqx6ql0;20081123230925;Final commit, ready for tagging;129
iv37zzot;19920119072515;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;153,137,125,38,66
6jmeje4c;19950402193824;For real, this time.;91
i4d4b9sk;20120722222300;added security.;56,37,21,65,16,112,57
ar7litgx;20051225193919;Committed some changes;24,91,154
y9zd3mkw;20131117013559;Do things better, faster, stronger;10,33,11,110,80,105
20p29392;20140511162656;pointless limitation;191,91,99,48
gm3lknrr;20041121150142;Made it to compile...;53,71,56,26,160,95,22
zx34njwg;20101114230810;For real, this time.;56,45,2
gvhrnht9;20111204081515;To those I leave behind, good luck!;73,88
c4bxfhfx;19970112011444;bugger;53,133,76,49,30,135,140
a1it833h;19950129044512;fix;47
b14uaadg;20120513071403;It was the best of times, it was the worst of times;105
m5ssn9ib;19920216111112;My bad;144,33,18
oqi8v3mx;20140629065411;This solves it.;29,82,23
jutcrii8;20141221052658;Removed code.;26,122,80
ptpw7eur;20110320112757;Another bug bites the dust;65,30,120
ln4cmpma;20060806035755;grmbl;21,155
qo3f1moh;20110227074405;I expected something different.;189
3y6khvvc;20120506041417;fix tpyo;175,44,58,73,131
s8me3gs5;19961027022238;ALL SORTS OF THINGS;95,41,119,135,70,123
sd2y1foe;20040125024829;I am sorry;59,126,95,21
fi29yef0;20030223121129;Temporary commit.;46,148,197,95
yw1b2lbu;20121216103105;syntax;25,189,3,132,120
6xm9w7wa;20150712015944;needs more cow bell;19,101,51,104,52
l9j5w7fc;19920126093858;I would rather be playing SC2.;175,125,32,111,19
kwwq26tk;20070729032344;Update .gitignore;171,188
b3wprscn;19960922033946;Batman! (this commit has no parents);76,175,64,163,95,86
k59qm89a;20010429045432;and so the crazy refactoring process sees the sunlight after some months in the dark!;119,76,41,4,88,59,117
23pzsjxf;20110306060446;Fixed errors;62
mfpxiri6;20000206104746;Add Sandbox;169,39,108,79,175,125,171
o1wddqah;19990815041901;de-misunderestimating;92,125
z0r8xv9o;20020825084448;I don't know what these changes are supposed to accomplish but somebody told me to make them.;14,119
d2dj2o6g;20020324184110;I would rather be playing SC2.;188,115,7,93,129
g8g52vjl;19910217014330;woa!! this one was really HARD!;62,189,183
cfozgvqw;19931219181617;first blush;29,119,108,177
993j7h4y;20030713154923;Same as last commit with changes;24
y1maisix;20050529221925;Too tired to write descriptive message;42,198
qyzrrgl1;20021124063638;final commit.;117,190,155,153
dn5my49s;19930425220337;restored deleted entities just to be sure;40,161,16
iq8789go;19971228074454;some brief changes;47,64,119,79,173
xg0mwq2q;19920209151834;One does not simply merge into master;19,184,85,74,142,149
3g4mwno9;20150222195248;fixed some minor stuff, might need some additional work.;57,90,107,114,130
yeokxmc5;20030615211341;yo recipes;11,95
xjfnk2lt;20150517070522;You can't see it, but I'm making a very angry face right now;90
rcdfwjf4;19970803233547;better ignores;30,83,38,49,185
8k7eqi7l;20060618232935;Obligatory placeholder commit message;140,39,183,7
z30j0ehq;19991205053555;i think i fixed a bug...;91
z1c0yisf;20040718215153;pep8 - cause I fell like doing a barrel roll;33,17,97,51,106
6o6zrmck;19941106201738;Final commit, ready for tagging;96,79,178,163,108,114,13
n3z4shx3;19910414011237;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;125,173,145,61,48,87,107
d068yttv;20050605044458;For real, this time.;12,104,173,185,151,20,62
he2yz2b1;20100418101336;added security.;23,71,200,167,56,26,56
4hsqjdol;20141207110816;Committed some changes;145,72,13
wir4ejfd;20060430001209;Do things better, faster, stronger;143,123,129,90,198,115,197
5ygcmxcf;20120506224258;pointless limitation;56,174
cogiwk9n;19910120201827;Made it to compile...;163,101,123,152,144,95
pd6v1re4;19950903180242;For real, this time.;3,56,51,163,23,103,173
anu03mq9;19940109175816;To those I leave behind, good luck!;117,81,1,130,115,96
o0y6j88v;19941106133015;bugger;64,167,137,179,17,126,110
59eaocd1;20070415224552;fix;76,136,141,5
189g69pz;19930124064118;It was the best of times, it was the worst of times;30,170,87,95,125,38,175
q91b3izj;19980816210648;My bad;18,180,190
l0jkcvvn;20120122110025;This solves it.;94,27,117,24
j1l5wyd6;20151213090952;Removed code.;102,59,146,72
hjcnudcs;20121021133217;Another bug bites the dust;104,179,65,81,124
33fimucq;19941023110017;grmbl;146,197
1uf82s2z;19930808033650;I expected something different.;27,73
ew2m0lky;19920405035511;fix tpyo;135,144,84,76,122
jrxtqlkg;20081019135904;ALL SORTS OF THINGS;111,11,130,13,57
q3xv6bwt;20120603110220;I am sorry;166,67,44,76
hmsg0ylf;19951126214039; - Temporary commit.;103
a9e9a4hk;20000917082902;syntax;191,5
b4ezdadw;20070923014239;needs more cow bell;96
n4sc651r;20051218082132;I would rather be playing SC2.;82,163,94,128,73,33,42
p4g3a6rx;20070729163122;Update .gitignore;21,87
hef4recp;20001203061233;Batman! (this commit has no parents);189,44,68,101,153,79
teopd1ba;19990418051803;and so the crazy refactoring process sees the sunlight after some months in the dark!;24,166,160,123,48,158,84
ndkzof0k;20080120210830;Fixed errors;62,193,12,127,35
4lhalx1x;20120715230749;Add Sandbox;182,92,96,138,184,140
aesfm0h9;19971228200248;de-misunderestimating;76,136
0osf8feo;19910505175124;I don't know what these changes are supposed to accomplish but somebody told me to make them.;33,174,179
9kuwhen0;20020929171408;I would rather be playing SC2.;9,171,155,111,177
mm6gnud2;19950521201713;woa!! this one was really HARD!;50,100,44
qbdgr8y3;20090906054552;first blush;150,147,123,1
bljqft9o;20060219050125;Same as last commit with changes;104,161,28
068hiq1l;19920927045752;Too tired to write descriptive message;123,12,54,135
5f8mydry;20040111141141;final commit.;153,169,165
886d3c8u;20150531210925;restored deleted entities just to be sure;137,135
y02jwjj8;20010826060652;some brief changes;14,111,105,138,175,69,173
1ra0uuea;20130728025236;One does not simply merge into master;8,90,169,174,56,145
gjatkzbp;20010909205556;fixed some minor stuff, might need some additional work.;73,167
l8gixxkf;19991121161142;yo recipes;175,84,4,91,118,64
0gqzvr50;19990124053315;You can't see it, but I'm making a very angry face right now;45,181,109,6
rx95ef5f;19951015182522;better ignores;13,20,171,136,48,161,12
dcaszc47;20140720012046;Obligatory placeholder commit message;130,112,64,197,192,50,73
vhfck8u8;19931212162411;i think i fixed a bug...;100
rl62p1hg;19920216032912;pep8 - cause I fell like doing a barrel roll;68,121,118
jyi9gx2o;20010304181224;Final commit, ready for tagging;181
6ekbbrzb;20061105123408;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;110,46,182,49,145
7lsxnkyu;19970316101245;For real, this time.;148,23,151,10,193
95wandpk;19950416092734;added security.;16,143,178,144
pr8bswoo;19950205120329;Committed some changes;94,3,40,179,140
6x71emvm;20041212210605;Do things better, faster, stronger;140,73
plv1s4ok;20100516000850;pointless limitation;83,164,11,189,49,100,12
vogx5h48;20010128162204;Made it to compile...;29,199,153,132,73,55,183
nddn7rsg;20070304040515;For real, this time.;28,66,91,166,120,186,125
yfqonifh;19901021020926;To those I leave behind, good luck!;154
iovggtff;20140622234523;bugger;26,5,123,81
jab7y9bf;19910310102926;fix;85,138
pp9oewm0;19930919150334;It was the best of times, it was the worst of times;177,40,172
ncvv0mkz;20151004003249;My bad;113,122,102,106,156,101
zh9cqbj6;19920719080017;This solves it.;128,52
iygr64zd;20140323204356;Removed code.;117,11,14,38,59
24w5gmnz;19910901203512;Another bug bites the dust;145,53
22th4m3y;20070121115242;grmbl;192,86
wx24tti5;20140413044813;I expected something different.;58,6,135,167,19
pe6pyy5k;19900218141651;fix tpyo;53
64gerlk2;19961215173914;ALL SORTS OF THINGS;120
wf71yd6b;20010325003311;I am sorry;164
0zi7ajvm;19911027201808; - Temporary commit.;52
36pg48gi;19911215071138;syntax;37,169
shfjzamx;19980517025022;needs more cow bell;151,66,57,124,136,148
34xawwlg;19910901102255;I would rather be playing SC2.;13,120
282vpq0v;19970615153823;Update .gitignore;56,58,84,97,189,13
70pn6x7r;20051204123740;Batman! (this commit has no parents);39,88,51,143,160,42
p09l9auy;19930516061845;and so the crazy refactoring process sees the sunlight after some months in the dark!;64,185,77,28,27,149,122
nnjesrww;20030518044211;Fixed errors;199
hovw1tne;20100321024531;Add Sandbox;152,41,43,10,125,125
aqiv0d7l;20060430024123;de-misunderestimating;63,198,33,46,126,116
30g4sy8o;20031116040327;I don't know what these changes are supposed to accomplish but somebody told me to make them.;71,5,59,182,105
bqe8ul0v;20140511074656;I would rather be playing SC2.;76,44
otu886wj;20030713211215;woa!! this one was really HARD!;82,132,46,90,178,129
rqytklgu;19970928011335;first blush;131,65,129,44
fctkqopl;19981115162831;Same as last commit with changes;111
2kifjh92;20030615200308;Too tired to write descriptive message;132,199
a72j174o;20050911051656;final commit.;41,62,89,31
kmr11kkz;19910707125836;restored deleted entities just to be sure;108,173,142,43,102,6,55
ueq1evvq;20130922005128;some brief changes;171,117,174,115
cuk07j33;20020217203756;One does not simply merge into master;86,159,86
w5qsbzsq;19990530191301;fixed some minor stuff, might need some additional work.;7,53,196,182,173
x1gl3nne;20070506054203;yo recipes;179,41,200,126
ck227p0l;19980927065101;You can't see it, but I'm making a very angry face right now;47,173,24,191,105
ybvtrz5b;20120318011610;better ignores;45,189,111,9
biwa1tye;20010415190511;Obligatory placeholder commit message;119,14,63,72
ryzhkga7;20100912014809;i think i fixed a bug...;70
63f20bge;20081116054620;pep8 - cause I fell like doing a barrel roll;63,125,57,193,93,113,94
j8yy12k3;20090802204610;Final commit, ready for tagging;92,78,195,85
g64lmpsl;19970706040125;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;180
og64kkoq;20050911001136;For real, this time.;188,164,190,144,187,58,40
yk2bg0ic;19990704202914;added security.;169,156,82,91,163,6,131
s8j8v5z6;19960303220704;Committed some changes;76,199,190
8hedtqxx;20120819111129;Do things better, faster, stronger;29,74,149,36
2qphefm4;19910310071824;pointless limitation;127,105
fl05hs2t;20131110203701;Made it to compile...;156,69,60,157
0on3j02n;19930815175656;For real, this time.;107,185,85
kjjoo1pt;20100131155950;To those I leave behind, good luck!;198,13,144,195,66,157
szr6gz4c;20140323211310;bugger;179,9,87,164,14,63
05o5l01i;20120129214640;fix;24,182,169,78,38,31,179
8glpiqzv;19901216005910;It was the best of times, it was the worst of times;178,79
smadu835;19990221231732;My bad;198,43,199,50,129,67,68
56ns0uyj;20151213163052;This solves it.;147,167,64,73
bobcn0ov;20011223192612;Removed code.;117,43,100,184
3f08od53;20120129171218;Another bug bites the dust;10,125,184,98,192
14c749qi;19980301142432;grmbl;141,92,15
mmwxlfx5;19980913131421;I expected something different.;119
c9x39jup;19960526162711;fix tpyo;193,168
jir70kyo;20151122021226;ALL SORTS OF THINGS;49,54,105,101,71,113,126
vhf7qh5r;20090927115239;I am sorry;43
5389jz0d;20130203031528;Temporary commit.;96,188,130,31
2ggzhuf6;19950514110602;syntax;81,18,121,188,159,125,167
9kmz4mfj;20050424125434;needs more cow bell;51,10,10
pjl1rajg;20130825105259;I would rather be playing SC2.;57,83,95,160,131,135
riduwdb8;20020421001657;Update .gitignore;141,103,33
q62lmi34;19980719171458;Batman! (this commit has no parents);184
nch953r9;20100808181615;and so the crazy refactoring process sees the sunlight after some months in the dark!;123,174
kroxm7tm;19960623190741;Fixed errors;167,189,92,144,168,188
mt7z99yl;19990307001647;Add Sandbox;110,110,185
5w5cs2wc;20131222100316;de-misunderestimating;166
nzkrbm9k;20061001164617;I don't know what these changes are supposed to accomplish but somebody told me to make them.;23,114
fclx44lh;19960908184533;I would rather be playing SC2.;175
ycrykhbb;20060108031956;woa!! this one was really HARD!;132,117,107,180,23,112
mefcp8tx;19960616025544;first blush;5
mbayn0hc;20010819072908;Same as last commit with changes;69,183,10,99,134,18
10mm9c8q;20070527203427;Too tired to write descriptive message;84,148,154
xzwjoe3g;19970824170325;final commit.;43
x82jhzpq;20080504211451;restored deleted entities just to be sure;146,193
qlp10rcy;19991107164032;some brief changes;121,9,105,82,94,160,131
xk5qo71t;20080928051645;One does not simply merge into master;38
c2flcq8b;20111225065823;fixed some minor stuff, might need some additional work.;82,173,27,73
om7aky6s;20100228103315;yo recipes;35
daw2uito;20090419013543;You can't see it, but I'm making a very angry face right now;136,30,107,21,191
5lehl01u;20031102202746;better ignores;27,105,117,95,8,35,134
b8h8i7f3;20120708225918;Obligatory placeholder commit message;88,145,132
5mp9q3dc;19990411065904;i think i fixed a bug...;1,76,162,148,122,165,26
j7155xno;20060625071743;pep8 - cause I fell like doing a barrel roll;40,58,17,194,153,83
v4f4yupw;19971207214237;Final commit, ready for tagging;35,87,60,169,105,70,169
5nzq76gr;20030525001734;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;46,64,194
9ez9lfm9;19921115080312;For real, this time.;131,10,125,158
ns7mk8iq;20090712120248;added security.;167,164,184
o1p4tffp;20041219062249;Final commit, ready for tagging;73,105,16,115,25,101,200
k1wurn6k;20130728120029;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;83
4p6av8la;20030330034429;For real, this time.;67,90,176
rcaz8glh;20140824164004;added security.;15,23,136,137,141,34,117
im9lw4jb;20071014094459;Committed some changes;83,190,47,4
rgsr9y1c;19921213215757;Do things better, faster, stronger;145,103,48,81
ycb52xtv;19900204031912;pointless limitation;122,106,91,159,168
eupk4gcf;20011216022000;Made it to compile...;38,51,94,28,89,16,168
c0ffa2gi;19930725091319;For real, this time.;137
qcatcgya;19940807010753;To those I leave behind, good luck!;165,94,67
biegx35s;20031116015333;bugger;144,190,143,91,88,6
riv8rr4t;20120805223431;fix;7,135,170,152,165,160
v5nckv31;20071104142451;It was the best of times, it was the worst of times;78,35,45
833qi8gf;20061224151207;My bad;200
wdwjrc35;19900624111236;This solves it.;88,116,108,106,3
yaedwxwv;20130804090314;Removed code.;148
nd8zn7sk;20050424194842;Another bug bites the dust;18
38mou1yj;20071125155632;grmbl;165,182,83,53,20,144
j0j6q98i;19961013125021;I expected something different.;112,193,20,36,132
z68gbpgb;20090517122508;fix tpyo;162,138,150,103
9l0xhdfd;19920719062907;ALL SORTS OF THINGS;39,15,38,190,198
cacmee66;20000618035559;I am sorry;133,198,147,22,44,199
iig1uuym;20080629213330;Temporary commit.;48,77,123
3dnkbypo;19900902070259;syntax;112,134,181,39,180,140
6we25fje;20070610210618;needs more cow bell;184,89,195,154,98
namj0x5m;20000611193116;I would rather be playing SC2.;86,183
fnzaskr8;19920531222710;Update .gitignore;105,124
4s6b5bf6;20070211095025;Batman! (this commit has no parents);160,87,122,96
12igfi0p;19920705004901;and so the crazy refactoring process sees the sunlight after some months in the dark!;79,90,48,101,135,15,179
uzxwa6xm;19910224175547;Fixed errors;128,32
ucc0qijj;20110403072416;Add Sandbox;75,35,39,2,185,106
rb2pwv0x;20130331093829;de-misunderestimating;97,124,200
gtsb6xve;20111120210722;I don't know what these changes are supposed to accomplish but somebody told me to make them.;67,162
oajgz5f6;19961013101705;I would rather be playing SC2.;101,182,58,34,117,102,20
3zcfumi1;20110213230043;woa!! this one was really HARD!;113,58,66,40,141,139,156
o3qrvmdx;19940206073658;first blush;19,166,41
8puowtsg;19941127185839;Same as last commit with changes;151,135,89,180
0ojcbywe;20100110115758;Too tired to write descriptive message;155,180,121,55,56,103,89
2aan774b;20131006015207;final commit.;8,182,176
5dsagxuj;19940710103539;restored deleted entities just to be sure;10,14,171,1
950xj8kk;20130616053842;some brief changes;166,94,26
zhlz1wc9;20110911180356;One does not simply merge into master;132,139,42,47
cg697i1i;19980726015313;fixed some minor stuff, might need some additional work.;3,3
bwwx0tdh;20140216134743;yo recipes;184,70,149,177,19,4
cfyip7gd;20150920122230;You can't see it, but I'm making a very angry face right now;43,152,147,19,62
537ly474;20001022030607;better ignores;34,27,196,195
3onf2pgc;19910113110426;Obligatory placeholder commit message;68,53,177,173
v8oz1e9c;20120729120427;i think i fixed a bug...;42,163,179,92
fz60yt6z;20071125142016;pep8 - cause I fell like doing a barrel roll;141,144,14,18,110
tfh2inb8;20150215112502;Final commit, ready for tagging;200,88
pomyal5i;19920419225810;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;89,4,154
lom0llj0;20091025184357;For real, this time.;77,47,161,97,103
pgs1kz3b;20081221064959;added security.;91,167,47,96,18
gl9c5g5v;19930606115045;Committed some changes;84,107,136,18
8esmvi1b;20070429030719;Do things better, faster, stronger;42,60,24,134
zn6rtdu2;19930509073529;pointless limitation;38,173,180,83,106
ar17cgkr;20100502155312;Made it to compile...;178,5,136,193,141
wtj1dnhg;20040620073002;For real, this time.;4,157,69,104,152,97,88
q6ssx3cr;19920607031225;To those I leave behind, good luck!;10,119,169,28,175
nimvocsj;20031116013424;bugger;43,183
eughmbtg;20020623060120;fix;143
5tcwdqun;20031228094342;It was the best of times, it was the worst of times;21,169,98
slbby5bs;20080127213827;My bad;115,193
ki4vhlfc;20080210155334;This solves it.;75,137
0bvhvg5d;19910616124907;Removed code.;195,23,6,34,55,50,113
2dtkla24;19930404214055;Another bug bites the dust;27,174
b7w2x9bk;20150614232510;grmbl;146,143,152,122
ofhzfjw0;20020127114447;I expected something different.;94,90,138,114,117,37
42ghx4nu;20110710001753;fix tpyo;19,77,184,188
s85hd7ms;20061231203857;ALL SORTS OF THINGS;111,141,23,109,150,75
m8bgncf5;19990404180907;I am sorry;168
djdqclkf;19991219022344; - Temporary commit.;151,174
fgdkonyj;20040822233929;syntax;120,66,155,103
0cchrz81;20001203002432;needs more cow bell;24,127,111,26,105,62,83
agpydzip;19910721135225;I would rather be playing SC2.;152,109,24,137,59,37,121
mfa61sd8;19901118102215;Update .gitignore;32
ulkw04wm;20070513054457;Batman! (this commit has no parents);125,65,74,40
lqp210mh;19930131103358;and so the crazy refactoring process sees the sunlight after some months in the dark!;26,96,151,17,65,115
b3zdjmkx;20150823081907;Fixed errors;172,168,102,140,6,195
nz3ta34q;19920712040325;Add Sandbox;38,100,22,80
gf0gtva7;19900128235320;de-misunderestimating;197,53,8,82
uqg2xmav;20100815200946;I don't know what these changes are supposed to accomplish but somebody told me to make them.;56,144,105,189
4w4k0pbw;20130526233409;I would rather be playing SC2.;170,129,151,148,1,62
gciopumq;19920913213349;woa!! this one was really HARD!;162
xe5yry22;20091213031505;first blush;151,187
1z4ohihi;19901104154416;Same as last commit with changes;143,111,163,32,73,17,169
k2mfgcr3;20140511075717;Too tired to write descriptive message;150,43,81
k3rlc0bg;20040208203745;final commit.;191,143,164,10,42,156,128
fgjjcb7a;20040718065220;restored deleted entities just to be sure;171,118,176,199
jad5b8il;20081116054017;some brief changes;121,24,79,93
khkwntr3;19960602171656;One does not simply merge into master;65,130,194,68,69
x44dce1h;20030126211715;fixed some minor stuff, might need some additional work.;46
mnfv8w3n;19930801005906;yo recipes;112
4o0dsby0;19961215035213;You can't see it, but I'm making a very angry face right now;124,101,39,40,148,42,180
y8clv7zi;19910922100718;better ignores;35,48,199,70,70,64,42
aoea3gy0;19990912070049;Obligatory placeholder commit message;154,81,164,179,83,23,122
ab602g75;20090913152415;i think i fixed a bug...;184,179
izek6rzu;19960303031103;pep8 - cause I fell like doing a barrel roll;198,7,35,31,1,67
xow6f33h;19920906164130;Final commit, ready for tagging;140
kpurxnd6;20040125013124;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;58,10,178
8nfyc6ee;19920412123338;For real, this time.;164,57,95,100,50,64,162
n79qloym;20030330045837;added security.;163,35,130,12,9,137
x8cwnrou;19901202064912;Committed some changes;137
2rgfd3sf;20081123080621;Do things better, faster, stronger;142,187
4wu529s8;20080330211118;pointless limitation;29,195,117,118
y2rey56j;20091011122629;Made it to compile...;51
ubqhm5yb;20000402105556;For real, this time.;123,66
12euxvnj;20071125161050;To those I leave behind, good luck!;8,141,39,178,148,20,32
jr8ia3lc;20140504064127;bugger;151,196
plqgx908;20121230201225;fix;2,195,160,147,149
4j1kq08a;19981220055417;It was the best of times, it was the worst of times;165,122,122,96,101
014znq1w;20101205114515;My bad;21,117,120,173
tmjkmw2k;19930103072805;This solves it.;89,87,187,186,44
uzq2pu1z;20040926180518;Removed code.;193,20,45,78,183,142
bfllpuli;20011118232758;Another bug bites the dust;107,145,153
btorf84e;20101003003141;grmbl;153,89
i6om3ns7;20060702090018;I expected something different.;73,183,76,165,80,167
8g308mus;19930815103543;fix tpyo;42,9,3,110
l3omxe7y;20050130091451;ALL SORTS OF THINGS;116,167,150,198,64,140,5
i1h66reb;19970216112549;I am sorry;2,119,43,122,66,76,60
5upe2iq2;19950611140137; - Temporary commit.;10,13,124,119,78,153
o8xz22o3;20130120225512;syntax;101,157,113,126,89
t4ka9g8p;20120819063907;needs more cow bell;36
dulf4fjt;19980621051158;I would rather be playing SC2.;98
7ld7r8es;19931010225032;Update .gitignore;171,165,139,196,138,147
8dvzj8yh;19970511042941;Batman! (this commit has no parents);57,138,189,42
8dcpmvsv;20121007053838;and so the crazy refactoring process sees the sunlight after some months in the dark!;100,3,55
8kbsvidi;20150426024826;Fixed errors;158,123,72,16,36,83,36
51xe18zd;20050515230016;Add Sandbox;70,91,20
9v06hx1k;19960818070613;de-misunderestimating;50,37,101,18
6bml9paq;20090405061019;I don't know what these changes are supposed to accomplish but somebody told me to make them.;164,7
rbrqo8la;20060115034726;I would rather be playing SC2.;57,153
pro7b4qz;19990418110016;woa!! this one was really HARD!;33,87,141,176,144
j6xu5hp2;19930606005942;first blush;67,47,71,136,31,184,105
n0dlhaqx;19950618004442;Same as last commit with changes;62,86,80,80,58
s9m4dtz0;19941002175420;Too tired to write descriptive message;195,149,158,11,109,120
4s04ichq;19930221062829;final commit.;151,1,18,37
8wlgyut5;20020512113234;restored deleted entities just to be sure;154,71,81,43,179,20,12
4vvatm9m;19900701223218;some brief changes;167,22,60,75
6ibgpzlb;19920503071531;One does not simply merge into master;163,87,5,195,83,144,180
r83oc8jp;20001029061316;fixed some minor stuff, might need some additional work.;178,12,188,95,123,176
rx6tqv9i;20150503075559;yo recipes;105,108,104,6
po61h0ar;19981108211751;You can't see it, but I'm making a very angry face right now;118,23,36,172,39,195
pdvi6nx8;20071111232827;better ignores;111,34
jcgduf5i;19921018183015;Obligatory placeholder commit message;159,165,88,25,197,68
cojaoxrs;19990718174551;i think i fixed a bug...;70,132
3d88ha2d;20140223054657;pep8 - cause I fell like doing a barrel roll;153,33,51,27,162,118
k0jc0bi2;19910915074343;Final commit, ready for tagging;179,180,77,41,57,21,62
xwbsqd5m;19900513180751;Switched off unit test 8 because the build had to go out now and there was no time to fix it properly.;88,27
f7pdug14;19910908054116;For real, this time.;52,17,59,113,130,90
ij1hr0u0;20030105211126;added security.;30,41,172,55,182,142,199
lsoftuif;20000709111221;Committed some changes;191,66,87,147,132
27jwotqi;20080210053910;Do things better, faster, stronger;25,22,117,23
yat7kocp;20100718100944;pointless limitation;42,192,54
y92p7zdq;20130818032701;Made it to compile...;82,121
we2fao9h;20060326174244;For real, this time.;153,137
iluay2h0;20141116145806;To those I leave behind, good luck!;36,177,187
dunt2gzp;19910303073547;bugger;123,103,164,125,3,115
1vf7y2p6;19950226160934;fix;57,141,44,23,185
ounqi5o6;19960421150405;It was the best of times, it was the worst of times;121,45,17,151,102,142,145
pdlaormr;19960818032847;My bad;121
uinlx6rs;19920726180454;This solves it.;126,124,34,137,64,157,9
fimbjo2m;20030223062222;Removed code.;22,118,11,189
8f0tsk36;20120916074952;Another bug bites the dust;192,31
m0hbq8my;19941030110350;grmbl;164,124
7xpb3g9u;19980208114123;I expected something different.;92,97,173,18,168
og7nh15d;20101128195404;fix tpyo;182
z2sh8fw8;19960512222914;ALL SORTS OF THINGS;54,13,147,110,78
t58idxbw;19930523110150;I am sorry;172,67,66
kg2crjgf;20030921200515;Temporary commit.;91,174,9,197,5,119,70
b9oubtd8;19960324200015;syntax;23,126,36,82
ojtikqwu;19971228015315;needs more cow bell;165,31,11
wbah2f9w;20090726101026;I would rather be playing SC2.;150
h9fkwody;19960811063436;Update .gitignore;189,36
1bclbat1;19980517003614;Batman! (this commit has no parents);177,130,32,107,199,146
dyaquswp;19960204174220;and so the crazy refactoring process sees the sunlight after some months in the dark!;43,135,70,139,3,180,80
n8aozsif;19970622171703;Fixed errors;85,37,19
cya3huqu;20041212203524;Add Sandbox;117,185,1
wc1x8ztb;20150405151230;de-misunderestimating;102,183,22,47,150,8,99
lz8audze;20061210083644;I don't know what these changes are supposed to accomplish but somebody told me to make them.;79,4,81
o3cdsfr3;20020414101707;I would rather be playing SC2.;23,38,168,39,83,172,198
g2gyztty;20100704212953;woa!! this one was really HARD!;170,85,162,153,182,115,141
xz1r7oh8;19901209143235;first blush;70,24,117,34,7,24,184
5n1jk5p2;19901028044044;Same as last commit with changes;71
t3ehpu2q;20080817231731;Too tired to write descriptive message;72
m3jt67ok;20110703162417;final commit.;84,53,40
5mdqz35k;20030907125006;restored deleted entities just to be sure;78
vd6ypraa;20101010093700;some brief changes;102,145,26,188,174,158,131
hme2oo8f;19910714091831;One does not simply merge into master;147,4,121
2zji2c6k;20080504204816;fixed some minor stuff, might need some additional work.;197
09n5grjc;20081130015228;yo recipes;71
7tou1ikv;20100321065709;You can't see it, but I'm making a very angry face right now;49,175,86,176,18
4e7b5pex;20050925204759;better ignores;122,168,155,79,155,28,19
h1g259zm;19951217021017;Obligatory placeholder commit message;172,86,15,122,194
vrks1r2r;20000604020029;i think i fixed a bug...;156,166,23
